Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
31,35,31,4, False
31,34,2,5, False
31,33,-3,5, False
31,32,26,4, True
31,31,34,4, False
31,30,-7,1, False
31,29,26,2, False
31,28,-3,5, False
31,27,29,4, False
31,26,-3,1, False
31,25,28,4, False
31,24,-5,1, False
31,23,-5,5, False
31,22,26,4, False
31,21,-1,5, False
31,20,32,4, False
31,19,-9,1, False
31,18,32,4, False
31,17,-5,5, True
31,16,0,1, False
31,15,-2,1, False
31,14,32,4, False
31,13,-4,1, False
31,12,33,4, False
31,11,-5,5, True
31,10,29,2, False
31,9,36,3, False
31,8,37,3, False
31,7,0,5, False
31,6,31,4, False
31,5,32,3, True
31,4,-12,1, True
31,3,42,3, False
31,2,34,3, True
31,1,27,4, True
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
62,19,-10,5, True
62,18,59,4, False
62,17,83,3, False
62,16,-4,1, True
62,15,74,3, True
62,14,77,3, False
62,13,70,3, False
62,12,75,3, False
62,11,8,1, False
62,10,67,2, False
62,9,74,3, False
62,8,24,1, False
62,7,18,1, False
62,6,70,2, False
62,5,14,1, False
62,4,51,4, False
62,3,7,1, False
62,2,52,4, False
62,1,70,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
31,82,39,3, False
31,81,34,3, False
31,80,0,1, True
31,79,30,4, False
31,78,-6,1, False
31,77,31,3, True
31,76,40,3, False
31,75,39,3, False
31,74,40,3, False
31,73,36,3, False
31,72,2,1, False
31,71,36,2, False
31,70,2,1, False
31,69,31,4, False
31,68,-4,1, False
31,67,34,2, False
31,66,-5,5, True
31,65,27,2, True
31,64,38,2, False
31,63,37,3, False
31,62,32,3, True
31,61,-7,1, True
31,60,32,3, True
31,59,32,2, False
31,58,-1,5, True
31,57,33,2, False
31,56,34,3, False
31,55,-12,5, True
31,54,33,2, True
31,53,32,2, False
31,52,0,1, True
31,51,26,4, False
31,50,7,1, True
31,49,28,4, True
31,48,38,3, False
31,47,37,3, False
31,46,-5,1, False
31,45,-5,1, False
31,44,28,4, False
31,43,5,1, False
31,42,25,4, True
31,41,8,1, False
31,40,32,2, False
31,39,10,1, False
31,38,37,2, False
31,37,8,1, False
31,36,29,4, False
31,35,34,3, False
31,34,-7,1, False
31,33,-7,1, False
31,32,26,2, False
31,31,27,2, True
31,30,-1,5, False
31,29,30,4, False
31,28,-1,1, False
31,27,33,2, False
31,26,29,2, False
31,25,-4,5, False
31,24,-7,5, False
31,23,-4,5, False
31,22,24,4, True
31,21,-8,5, False
31,20,-7,1, True
31,19,25,2, True
31,18,27,2, False
31,17,7,5, False
31,16,27,2, False
31,15,32,3, True
31,14,32,4, False
31,13,36,3, False
31,12,33,3, False
31,11,-6,1, False
31,10,31,4, True
31,9,36,4, False
31,8,49,3, False
31,7,45,3, False
31,6,35,4, False
31,5,36,3, False
31,4,15,5, False
31,3,9,5, False
31,2,4,5, False
31,1,1,5, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
73,78,84,3, False
73,77,-18,5, True
73,76,-3,5, False
73,75,72,4, False
73,74,82,3, False
73,73,-19,1, False
73,72,66,4, False
73,71,74,3, True
73,70,85,3, False
73,69,76,3, True
73,68,1,1, False
73,67,74,2, False
73,66,78,3, False
73,65,-2,1, False
73,64,-2,1, False
73,63,68,4, True
73,62,81,3, False
73,61,-6,1, False
73,60,66,4, False
73,59,87,3, False
73,58,81,3, True
73,57,80,3, False
73,56,0,1, False
73,55,-5,1, True
73,54,71,4, False
73,53,86,3, False
73,52,-2,1, False
73,51,65,2, False
73,50,-1,1, False
73,49,67,4, False
73,48,79,3, False
73,47,-10,1, False
73,46,-8,1, False
73,45,-1,1, False
73,44,62,4, False
73,43,-7,1, False
73,42,66,2, False
73,41,-7,5, False
73,40,67,4, False
73,39,-21,1, False
73,38,-1,5, False
73,37,75,4, False
73,36,-23,1, True
73,35,72,4, False
73,34,80,3, False
73,33,77,3, True
73,32,2,5, False
73,31,75,4, False
73,30,80,3, False
73,29,-24,1, False
73,28,-3,5, False
73,27,72,4, False
73,26,-7,1, False
73,25,70,2, False
73,24,-9,5, False
73,23,-10,1, False
73,22,75,2, False
73,21,58,4, True
73,20,69,2, False
73,19,80,3, False
73,18,-2,1, False
73,17,61,4, True
73,16,3,5, False
73,15,78,4, False
73,14,5,5, False
73,13,71,4, False
73,12,77,3, False
73,11,-21,5, True
73,10,-15,5, False
73,9,66,4, False
73,8,12,1, False
73,7,67,2, True
73,6,64,2, False
73,5,84,3, False
73,4,11,1, False
73,3,69,2, False
73,2,0,1, True
73,1,79,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
3,55,2,5, True
3,54,4,3, True
3,53,-1,5, True
3,52,-1,1, True
3,51,-1,5, True
3,50,-2,5, True
3,49,5,2, False
3,48,2,5, True
3,47,5,2, False
3,46,-2,5, True
3,45,2,1, False
3,44,2,1, False
3,43,2,1, False
3,42,2,1, False
3,41,3,2, True
3,40,0,1, True
3,39,3,3, True
3,38,-1,5, True
3,37,3,5, True
3,36,5,4, False
3,35,3,4, True
3,34,6,3, False
3,33,4,1, True
3,32,4,1, True
3,31,7,2, False
3,30,4,1, True
3,29,7,2, False
3,28,4,1, True
3,27,5,2, True
3,26,5,2, True
3,25,5,2, True
3,24,4,3, True
3,23,7,2, False
3,22,7,2, False
3,21,7,2, False
3,20,7,2, False
3,19,7,3, False
3,18,7,2, False
3,17,7,2, False
3,16,7,3, False
3,15,4,4, True
3,14,4,2, True
3,13,5,3, True
3,12,4,3, True
3,11,2,4, True
3,10,4,2, True
3,9,5,1, False
3,8,3,1, True
3,7,4,2, True
3,6,6,2, False
3,5,4,3, True
3,4,4,5, True
3,3,6,5, False
3,2,7,5, False
3,1,7,5, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
30,47,40,3, False
30,46,12,1, False
30,45,42,2, False
30,44,9,1, False
30,43,40,2, False
30,42,38,2, False
30,41,37,2, False
30,40,15,1, False
30,39,42,2, False
30,38,43,2, False
30,37,42,3, False
30,36,37,3, False
30,35,7,1, False
30,34,8,1, False
30,33,32,2, False
30,32,8,1, False
30,31,24,4, False
30,30,1,1, False
30,29,31,2, False
30,28,5,1, False
30,27,4,1, True
30,26,37,2, False
30,25,37,3, False
30,24,40,3, False
30,23,34,3, False
30,22,6,1, False
30,21,9,1, False
30,20,31,4, False
30,19,0,1, False
30,18,25,4, True
30,17,2,5, True
30,16,39,3, False
30,15,38,3, False
30,14,41,3, False
30,13,-4,5, False
30,12,31,2, False
30,11,-2,1, False
30,10,27,2, False
30,9,33,3, False
30,8,-2,1, False
30,7,30,2, False
30,6,36,3, False
30,5,1,1, False
30,4,29,2, False
30,3,38,3, False
30,2,32,3, True
30,1,34,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
14,19,14,4, False
14,18,0,1, False
14,17,-4,5, True
14,16,14,3, True
14,15,15,4, False
14,14,16,3, False
14,13,15,3, True
14,12,4,5, False
14,11,14,4, True
14,10,18,4, False
14,9,4,5, False
14,8,15,4, False
14,7,16,3, False
14,6,1,5, False
14,5,1,5, False
14,4,3,5, False
14,3,14,4, False
14,2,0,5, False
14,1,-2,1, True
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
23,5,1,5, False
23,4,28,4, False
23,3,-5,1, False
23,2,-7,1, True
23,1,8,5, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
79,99,4,1, False
79,98,90,2, False
79,97,8,1, False
79,96,74,4, False
79,95,-10,1, False
79,94,89,2, False
79,93,10,1, False
79,92,86,2, False
79,91,4,1, False
79,90,88,2, False
79,89,88,3, False
79,88,84,3, False
79,87,-5,1, False
79,86,65,4, True
79,85,79,4, False
79,84,-5,1, False
79,83,76,2, False
79,82,-3,5, False
79,81,72,4, False
79,80,-13,1, False
79,79,65,4, True
79,78,77,4, False
79,77,-13,5, True
79,76,81,3, True
79,75,78,4, False
79,74,96,3, False
79,73,87,3, False
79,72,0,1, False
79,71,73,2, False
79,70,-4,1, False
79,69,72,2, False
79,68,-3,1, False
79,67,76,2, False
79,66,2,1, False
79,65,84,2, False
79,64,98,3, False
79,63,23,1, False
79,62,67,4, False
79,61,91,3, False
79,60,14,1, False
79,59,1,1, False
79,58,89,2, False
79,57,22,1, False
79,56,80,2, False
79,55,26,1, False
79,54,20,1, False
79,53,104,2, False
79,52,36,1, False
79,51,90,2, False
79,50,95,3, False
79,49,25,1, False
79,48,90,2, False
79,47,18,1, False
79,46,86,2, False
79,45,85,3, False
79,44,12,1, False
79,43,79,2, False
79,42,81,3, True
79,41,91,3, False
79,40,87,3, False
79,39,27,1, False
79,38,81,2, False
79,37,10,1, False
79,36,86,2, False
79,35,97,3, False
79,34,5,1, False
79,33,83,2, False
79,32,74,2, False
79,31,102,3, False
79,30,10,1, False
79,29,80,2, False
79,28,14,1, True
79,27,102,3, False
79,26,101,3, False
79,25,91,3, False
79,24,7,1, False
79,23,70,4, False
79,22,2,1, False
79,21,68,4, False
79,20,82,3, False
79,19,-6,1, False
79,18,76,2, False
79,17,87,3, False
79,16,80,3, True
79,15,7,5, False
79,14,73,4, False
79,13,-12,5, False
79,12,68,4, False
79,11,-20,1, False
79,10,-9,5, True
79,9,65,2, True
79,8,80,4, False
79,7,87,3, False
79,6,-23,1, True
79,5,88,3, False
79,4,80,3, True
79,3,-6,5, False
79,2,78,4, False
79,1,-20,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
43,100,43,4, False
43,99,52,3, False
43,98,46,3, False
43,97,-5,1, False
43,96,-11,5, True
43,95,-1,5, False
43,94,41,4, False
43,93,-1,5, False
43,92,42,4, False
43,91,-14,1, True
43,90,41,4, False
43,89,3,5, False
43,88,-2,5, False
43,87,43,4, False
43,86,0,5, True
43,85,40,4, True
43,84,41,4, True
43,83,48,4, False
43,82,54,3, False
43,81,48,3, False
43,80,-6,5, False
43,79,-6,1, False
43,78,41,2, False
43,77,37,4, True
43,76,47,4, False
43,75,57,3, False
43,74,48,3, True
43,73,37,4, True
43,72,45,4, False
43,71,-2,1, False
43,70,41,4, False
43,69,45,3, True
43,68,-5,1, True
43,67,37,2, True
43,66,48,3, False
43,65,-1,5, False
43,64,45,4, False
43,63,-5,1, False
43,62,37,2, False
43,61,-4,5, False
43,60,43,4, False
43,59,46,3, True
43,58,55,3, False
43,57,40,4, False
43,56,56,3, False
43,55,47,3, False
43,54,-3,1, False
43,53,-11,1, True
43,52,-7,1, False
43,51,38,4, False
43,50,-5,1, False
43,49,41,2, False
43,48,-3,1, False
43,47,42,2, False
43,46,-1,1, False
43,45,49,2, False
43,44,39,2, False
43,43,-10,5, False
43,42,36,4, False
43,41,54,3, False
43,40,56,3, False
43,39,54,3, False
43,38,-1,1, False
43,37,38,2, True
43,36,45,2, False
43,35,0,1, False
43,34,48,2, False
43,33,1,1, False
43,32,35,4, False
43,31,3,1, False
43,30,-1,1, False
43,29,44,2, False
43,28,-6,1, True
43,27,7,1, False
43,26,47,2, False
43,25,15,1, False
43,24,16,1, False
43,23,51,2, False
43,22,21,1, False
43,21,14,1, True
43,20,10,1, True
43,19,51,2, False
43,18,15,1, False
43,17,52,2, False
43,16,20,1, False
43,15,38,4, False
43,14,52,3, False
43,13,46,3, True
43,12,7,1, False
43,11,49,2, False
43,10,55,3, False
43,9,13,1, True
43,8,51,2, False
43,7,52,3, False
43,6,9,1, False
43,5,51,2, False
43,4,45,2, True
43,3,52,2, False
43,2,52,2, False
43,1,56,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
82,32,5,1, False
82,31,100,2, False
82,30,8,1, False
82,29,104,2, False
82,28,93,2, False
82,27,28,1, False
82,26,110,2, False
82,25,102,3, False
82,24,102,3, False
82,23,14,1, False
82,22,80,2, False
82,21,6,1, False
82,20,75,2, False
82,19,87,3, True
82,18,66,4, False
82,17,97,3, False
82,16,13,1, False
82,15,92,2, False
82,14,-23,5, False
82,13,-1,1, False
82,12,88,2, False
82,11,4,1, False
82,10,83,2, False
82,9,-9,1, False
82,8,83,2, False
82,7,91,3, False
82,6,91,3, False
82,5,7,1, False
82,4,8,1, False
82,3,97,2, False
82,2,19,1, True
82,1,91,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
77,83,13,1, False
77,82,83,2, False
77,81,6,1, False
77,80,85,2, False
77,79,95,3, False
77,78,-4,5, False
77,77,68,4, False
77,76,-1,5, False
77,75,81,4, False
77,74,-6,5, False
77,73,69,4, False
77,72,-10,5, False
77,71,65,4, True
77,70,68,4, False
77,69,-9,1, False
77,68,65,4, False
77,67,-26,1, True
77,66,79,4, False
77,65,13,5, True
77,64,8,5, False
77,63,99,4, False
77,62,88,4, False
77,61,1,5, False
77,60,86,4, False
77,59,8,5, False
77,58,74,4, False
77,57,0,5, False
77,56,70,4, True
77,55,79,4, False
77,54,3,5, False
77,53,72,4, False
77,52,-4,5, False
77,51,-13,5, True
77,50,-9,5, True
77,49,-9,5, False
77,48,75,4, False
77,47,-11,5, False
77,46,75,4, False
77,45,-17,1, False
77,44,78,4, False
77,43,-5,5, False
77,42,77,4, False
77,41,-22,1, False
77,40,67,4, True
77,39,81,4, False
77,38,91,3, False
77,37,-8,5, True
77,36,-22,1, True
77,35,66,4, False
77,34,-9,1, False
77,33,68,2, False
77,32,-14,1, False
77,31,81,2, False
77,30,-7,5, False
77,29,72,2, False
77,28,79,3, True
77,27,92,3, False
77,26,-10,1, False
77,25,75,2, False
77,24,86,3, False
77,23,-11,1, False
77,22,70,4, False
77,21,0,1, False
77,20,71,4, False
77,19,-9,1, False
77,18,71,4, False
77,17,-15,1, False
77,16,62,4, False
77,15,-18,1, False
77,14,-9,5, False
77,13,64,4, True
77,12,77,4, False
77,11,71,4, True
77,10,100,3, False
77,9,82,3, False
77,8,81,3, False
77,7,1,1, False
77,6,78,2, False
77,5,-20,5, False
77,4,71,2, False
77,3,83,3, False
77,2,-19,5, False
77,1,-4,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
56,75,61,3, False
56,74,61,3, False
56,73,66,3, False
56,72,-3,1, False
56,71,54,2, False
56,70,-11,5, True
56,69,66,3, False
56,68,-6,1, True
56,67,60,3, False
56,66,-9,1, False
56,65,52,4, True
56,64,52,2, False
56,63,44,2, True
56,62,54,2, False
56,61,-6,5, True
56,60,46,2, True
56,59,54,4, True
56,58,65,4, False
56,57,63,3, False
56,56,68,3, False
56,55,11,5, False
56,54,56,4, False
56,53,15,5, False
56,52,6,5, False
56,51,54,4, False
56,50,-3,5, False
56,49,54,4, False
56,48,-28,1, True
56,47,2,5, False
56,46,-12,5, False
56,45,-12,1, False
56,44,46,4, False
56,43,-12,1, False
56,42,56,4, False
56,41,-7,5, False
56,40,53,4, False
56,39,-3,5, False
56,38,-3,5, False
56,37,53,4, False
56,36,-8,1, False
56,35,46,4, True
56,34,49,4, False
56,33,-3,1, False
56,32,-6,1, False
56,31,51,2, False
56,30,-16,5, False
56,29,-4,1, False
56,28,56,2, False
56,27,-5,1, False
56,26,2,1, False
56,25,56,2, False
56,24,13,1, False
56,23,62,2, False
56,22,6,1, True
56,21,75,3, False
56,20,65,3, False
56,19,67,3, False
56,18,-10,5, True
56,17,63,3, False
56,16,63,3, False
56,15,56,3, True
56,14,-11,1, False
56,13,54,4, False
56,12,-12,5, True
56,11,48,4, False
56,10,63,3, False
56,9,0,1, False
56,8,52,2, False
56,7,5,1, False
56,6,11,1, False
56,5,61,2, False
56,4,22,1, False
56,3,68,2, False
56,2,58,3, False
56,1,66,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
31,92,36,3, False
31,91,33,3, True
31,90,5,1, False
31,89,35,2, False
31,88,4,1, False
31,87,35,2, False
31,86,32,2, False
31,85,8,1, False
31,84,38,2, False
31,83,43,3, False
31,82,41,3, False
31,81,19,1, False
31,80,13,1, False
31,79,36,2, False
31,78,37,3, False
31,77,11,1, False
31,76,33,2, False
31,75,-3,1, False
31,74,2,1, False
31,73,40,2, False
31,72,35,2, False
31,71,17,1, False
31,70,15,1, False
31,69,28,4, True
31,68,34,4, False
31,67,30,4, True
31,66,36,3, True
31,65,31,4, False
31,64,3,1, True
31,63,38,3, False
31,62,39,3, False
31,61,1,1, False
31,60,4,1, True
31,59,44,3, False
31,58,18,1, True
31,57,47,3, False
31,56,50,3, False
31,55,51,3, False
31,54,48,3, False
31,53,40,3, False
31,52,39,3, False
31,51,36,3, False
31,50,32,3, True
31,49,39,3, False
31,48,42,3, False
31,47,42,3, False
31,46,35,3, False
31,45,-5,5, True
31,44,37,4, False
31,43,0,5, False
31,42,33,4, False
31,41,-9,1, False
31,40,-3,5, False
31,39,27,4, False
31,38,-2,1, False
31,37,30,2, False
31,36,2,1, False
31,35,35,2, False
31,34,37,3, False
31,33,11,1, False
31,32,13,1, False
31,31,46,2, False
31,30,17,1, False
31,29,43,2, False
31,28,26,1, False
31,27,44,2, False
31,26,40,2, True
31,25,39,2, False
31,24,14,1, False
31,23,38,2, False
31,22,10,1, False
31,21,36,2, False
31,20,33,3, True
31,19,37,3, False
31,18,39,3, False
31,17,18,1, False
31,16,40,2, False
31,15,24,1, False
31,14,42,2, False
31,13,19,1, False
31,12,40,2, False
31,11,42,2, False
31,10,33,1, False
31,9,29,1, False
31,8,50,2, False
31,7,44,2, False
31,6,42,3, False
31,5,24,1, False
31,4,50,2, False
31,3,18,1, True
31,2,48,2, False
31,1,41,3, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
65,72,77,3, False
65,71,61,4, False
65,70,65,3, True
65,69,68,4, False
65,68,78,3, False
65,67,-8,5, False
65,66,-3,1, True
65,65,64,4, True
65,64,77,3, True
65,63,84,3, False
65,62,71,3, False
65,61,-7,1, False
65,60,63,2, False
65,59,69,3, True
65,58,74,3, False
65,57,56,4, True
65,56,61,4, False
65,55,66,3, True
65,54,64,4, False
65,53,3,5, False
65,52,74,4, False
65,51,78,3, False
65,50,66,4, False
65,49,72,3, False
65,48,65,3, True
65,47,69,3, False
65,46,-17,1, False
65,45,5,5, False
65,44,66,4, False
65,43,4,5, False
65,42,73,4, False
65,41,59,4, False
65,40,-21,1, False
65,39,-9,5, True
65,38,69,4, False
65,37,75,3, False
65,36,-8,5, False
65,35,-16,1, True
65,34,64,4, False
65,33,62,4, False
65,32,75,3, False
65,31,-14,5, False
65,30,57,4, False
65,29,-4,1, False
65,28,-9,1, True
65,27,54,4, False
65,26,-10,5, False
65,25,62,4, False
65,24,-13,5, True
65,23,-13,1, False
65,22,65,4, False
65,21,59,4, False
65,20,-7,5, False
65,19,58,4, False
65,18,-25,1, True
65,17,-6,5, False
65,16,72,4, False
65,15,62,4, False
65,14,-22,1, False
65,13,-2,5, False
65,12,59,4, False
65,11,-16,1, True
65,10,56,4, False
65,9,70,3, False
65,8,-6,5, False
65,7,59,4, False
65,6,-5,1, False
65,5,-9,1, False
65,4,62,2, False
65,3,-9,5, False
65,2,60,4, False
65,1,-6,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
99,70,122,3, False
99,69,114,3, False
99,68,-19,1, False
99,67,80,4, False
99,66,109,3, False
99,65,102,3, False
99,64,-27,1, False
99,63,-20,1, False
99,62,96,4, False
99,61,102,3, False
99,60,-17,5, False
99,59,-16,1, False
99,58,90,2, False
99,57,-13,1, False
99,56,102,2, False
99,55,-3,1, False
99,54,93,2, False
99,53,114,3, False
99,52,-13,5, False
99,51,-13,5, False
99,50,91,4, False
99,49,-7,1, False
99,48,81,4, False
99,47,-27,1, False
99,46,0,5, False
99,45,105,4, False
99,44,-7,5, True
99,43,102,4, False
99,42,101,3, True
99,41,109,4, False
99,40,113,3, False
99,39,-4,5, False
99,38,-25,1, True
99,37,81,4, True
99,36,-11,1, True
99,35,-7,1, False
99,34,93,4, False
99,33,110,3, False
99,32,-18,1, False
99,31,-16,5, False
99,30,91,4, False
99,29,-20,1, False
99,28,78,4, True
99,27,85,4, False
99,26,-15,5, False
99,25,98,4, False
99,24,-29,1, False
99,23,-10,5, False
99,22,99,4, False
99,21,-25,1, False
99,20,85,4, False
99,19,-16,5, False
99,18,91,4, False
99,17,-28,1, False
99,16,-1,5, False
99,15,105,4, False
99,14,0,5, False
99,13,106,4, False
99,12,100,3, True
99,11,101,4, False
99,10,108,3, False
99,9,-30,1, False
99,8,-7,5, False
99,7,100,4, False
99,6,-3,5, False
99,5,94,4, False
99,4,-32,1, True
99,3,89,4, False
99,2,108,3, False
99,1,-18,5, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
66,13,59,2, False
66,12,-21,5, True
66,11,69,4, False
66,10,67,4, True
66,9,79,3, False
66,8,-8,1, False
66,7,62,2, False
66,6,-14,5, False
66,5,56,2, False
66,4,-7,1, False
66,3,-6,1, False
66,2,52,4, False
66,1,11,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
27,77,36,2, False
27,76,32,2, False
27,75,35,3, False
27,74,35,3, False
27,73,2,1, True
27,72,25,2, True
27,71,36,3, False
27,70,35,3, False
27,69,32,3, True
27,68,28,4, False
27,67,-3,5, False
27,66,24,4, False
27,65,-3,5, False
27,64,0,1, False
27,63,31,2, False
27,62,25,2, False
27,61,32,3, False
27,60,28,4, False
27,59,3,5, True
27,58,34,4, False
27,57,31,4, True
27,56,33,3, False
27,55,0,5, False
27,54,22,2, True
27,53,28,2, False
27,52,2,1, False
27,51,26,2, False
27,50,3,1, False
27,49,33,2, False
27,48,33,2, False
27,47,27,2, True
27,46,4,1, False
27,45,29,2, False
27,44,3,1, False
27,43,32,2, False
27,42,31,2, True
27,41,31,2, False
27,40,32,3, False
27,39,6,1, False
27,38,31,2, False
27,37,10,1, False
27,36,23,4, True
27,35,28,2, False
27,34,24,2, True
27,33,28,2, False
27,32,25,2, False
27,31,-2,1, False
27,30,27,2, False
27,29,26,4, False
27,28,13,1, False
27,27,25,4, False
27,26,14,1, False
27,25,15,1, False
27,24,37,2, False
27,23,15,1, False
27,22,42,2, False
27,21,35,2, False
27,20,31,2, True
27,19,10,1, False
27,18,40,2, False
27,17,34,2, False
27,16,3,1, False
27,15,26,2, True
27,14,30,2, False
27,13,9,1, False
27,12,27,4, False
27,11,24,2, True
27,10,2,1, True
27,9,27,4, False
27,8,14,1, False
27,7,31,2, True
27,6,24,4, True
27,5,34,2, False
27,4,44,3, False
27,3,39,3, False
27,2,17,1, False
27,1,32,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
81,92,-12,1, True
81,91,73,2, False
81,90,-6,5, False
81,89,70,2, False
81,88,-16,1, True
81,87,-8,1, True
81,86,75,4, False
81,85,-8,1, True
81,84,67,4, True
81,83,77,2, False
81,82,87,3, False
81,81,85,3, False
81,80,-12,1, False
81,79,72,4, False
81,78,-18,1, False
81,77,82,4, False
81,76,7,5, False
81,75,80,4, False
81,74,-7,5, False
81,73,-22,1, True
81,72,75,4, False
81,71,-30,1, True
81,70,80,4, False
81,69,95,3, False
81,68,4,5, False
81,67,-5,5, False
81,66,85,4, False
81,65,-21,1, False
81,64,78,4, False
81,63,1,5, False
81,62,82,4, False
81,61,1,5, False
81,60,-6,5, False
81,59,76,4, False
81,58,-8,5, False
81,57,74,4, True
81,56,80,4, False
81,55,-20,1, False
81,54,-10,5, False
81,53,66,4, False
81,52,-17,1, False
81,51,-13,5, False
81,50,69,4, False
81,49,-15,5, False
81,48,-21,1, False
81,47,76,4, False
81,46,-15,5, True
81,45,71,4, False
81,44,90,3, False
81,43,-19,5, True
81,42,72,2, False
81,41,95,3, False
81,40,81,3, True
81,39,-3,1, True
81,38,76,2, False
81,37,-15,1, True
81,36,77,4, False
81,35,94,3, False
81,34,-27,1, True
81,33,84,3, False
81,32,-15,5, False
81,31,-11,1, False
81,30,69,4, False
81,29,-19,5, False
81,28,69,2, True
81,27,98,2, False
81,26,14,1, False
81,25,105,2, False
81,24,80,2, False
81,23,85,3, False
81,22,2,1, False
81,21,77,2, False
81,20,-13,1, False
81,19,78,4, False
81,18,-4,5, False
81,17,-13,5, True
81,16,73,4, False
81,15,90,3, False
81,14,-2,5, False
81,13,-14,5, False
81,12,-20,5, False
81,11,66,4, False
81,10,-13,1, False
81,9,-9,5, False
81,8,75,4, False
81,7,-26,1, True
81,6,77,4, False
81,5,-19,1, False
81,4,69,4, False
81,3,-10,5, False
81,2,72,4, False
81,1,-24,1, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
3,86,-1,1, True
3,85,3,3, True
3,84,4,3, True
3,83,2,5, True
3,82,3,4, True
3,81,3,4, True
3,80,7,3, False
3,79,6,4, False
3,78,5,4, False
3,77,4,3, True
3,76,4,3, True
3,75,3,1, True
3,74,2,4, True
3,73,-2,5, True
3,72,-2,5, True
3,71,2,1, True
3,70,6,4, False
3,69,4,4, True
3,68,7,3, False
3,67,6,3, False
3,66,6,3, False
3,65,4,3, True
3,64,6,4, False
3,63,5,4, True
3,62,4,3, True
3,61,6,5, False
3,60,6,5, False
3,59,5,5, False
3,58,4,4, True
3,57,3,2, True
3,56,2,5, True
3,55,3,2, True
3,54,4,2, True
3,53,4,2, True
3,52,5,2, False
3,51,4,3, True
3,50,3,2, True
3,49,3,2, True
3,48,4,2, True
3,47,4,4, True
3,46,4,3, True
3,45,2,2, True
3,44,7,4, False
3,43,7,4, False
3,42,7,3, False
3,41,9,3, False
3,40,7,3, False
3,39,4,4, True
3,38,7,3, False
3,37,6,3, False
3,36,4,3, True
3,35,4,3, True
3,34,-1,5, True
3,33,-1,5, True
3,32,3,2, True
3,31,6,4, False
3,30,6,4, False
3,29,2,2, True
3,28,2,2, True
3,27,4,2, True
3,26,4,4, True
3,25,5,3, True
3,24,6,2, False
3,23,-2,5, True
3,22,0,1, True
3,21,5,2, False
3,20,2,1, False
3,19,2,1, False
3,18,2,1, False
3,17,-2,5, True
3,16,3,2, True
3,15,5,2, False
3,14,3,2, True
3,13,2,1, False
3,12,2,1, False
3,11,0,1, True
3,10,0,1, True
3,9,-2,5, True
3,8,-1,5, True
3,7,4,3, True
3,6,4,2, True
3,5,2,4, True
3,4,4,2, True
3,3,3,1, True
3,2,2,4, True
3,1,6,2, False
,,,,
,,,,
Total Amount of People,"	Election Cycle Number","	Total Happiness","	Winner","	Tie or Not "
51,76,55,2, False
51,75,8,1, False
51,74,63,2, False
51,73,54,2, True
51,72,64,2, False
51,71,60,2, False
51,70,58,3, True
51,69,12,1, False
51,68,54,2, False
51,67,2,1, True
51,66,58,3, False
51,65,3,1, False
51,64,59,2, False
51,63,19,1, False
51,62,16,1, False
51,61,65,2, False
51,60,65,2, False
51,59,15,1, False
51,58,58,2, False
51,57,32,1, False
51,56,75,2, False
51,55,68,2, True
51,54,70,3, False
51,53,30,1, False
51,52,63,2, False
51,51,33,1, False
51,50,27,1, True
51,49,57,2, True
51,48,60,2, False
51,47,66,3, False
51,46,33,1, False
51,45,70,2, False
51,44,61,3, False
51,43,60,3, True
